enterprise_id,segment,sector,years_in_operation,is_ntc,is_ntb,gst_registered,gst_filing_consistency_pct,gst_turnover_growth_rate,gst_avg_monthly_turnover_inr,gst_late_filing_count_12m,upi_available,upi_monthly_txn_count,upi_avg_inflow_inr,upi_inflow_volatility,upi_bounce_rate_pct,aa_consent_given,aa_avg_bank_balance_inr,aa_trade_payable_days,aa_cash_flow_ratio,aa_emi_to_inflow_ratio,aa_overdraft_utilization_pct,epfo_registered,epfo_employee_count,epfo_contribution_consistency_pct,epfo_avg_wage_inr,epfo_employee_growth_rate,default_flag,gst_score,upi_score,aa_score,epfo_score,overall_health_score,risk_tier
MSME109036,Small,Services,7.2,0,0,1,89.8,4.32,632400.0,1.0,1,226.0,515200.0,0.12,4.8,0,,,,,,1,18.0,91.9,17700.0,-1.62,0,74.2,62.1,,60.5,66.9,Low Risk
MSME109037,Micro,Construction,3.8,0,1,0,,,,,1,8.0,23200.0,0.621,13.07,1,14300.0,102.1,-0.53,0.559,75.5,0,,,,,0,,38.3,25.7,,31.4,High Risk
MSME109038,Micro,Trading/Retail,5.1,0,1,0,,,,,1,7.0,22000.0,0.542,13.06,0,,,,,,0,,,,,0,,40.3,,,40.3,Moderate Risk
MSME109039,Micro,Manufacturing,1.4,0,1,1,5.3,-1.86,26500.0,3.0,1,4.0,10900.0,0.456,15.27,0,,,,,,0,,,,,1,25.1,40.6,,,32.1,High Risk
MSME109040,Micro,Services,8.0,0,1,1,18.2,3.13,36400.0,6.0,1,9.0,16100.0,0.246,14.42,1,16900.0,70.2,-0.16,0.453,54.3,0,,,,,0,25.5,46.7,41.1,,37.2,High Risk
MSME109041,Micro,Manufacturing,19.1,0,0,1,87.5,2.72,44300.0,3.0,1,14.0,28100.0,0.279,5.66,0,,,,,,0,,,,,0,67.6,53.6,,,61.2,Low Risk
MSME109042,Micro,Textile,9.6,0,0,1,36.4,-13.13,44400.0,4.0,1,12.0,18600.0,0.284,9.57,1,17100.0,63.3,1.48,0.405,57.3,0,,,,,0,34.8,50.0,55.2,,46.5,Moderate Risk
MSME109043,Micro,Trading/Retail,3.6,0,1,0,,,,,1,10.0,18000.0,0.496,12.23,0,,,,,,0,,,,,1,,42.3,,,42.3,Moderate Risk
MSME109044,Micro,Construction,3.9,0,1,1,12.6,-7.8,43500.0,6.0,1,16.0,23300.0,0.432,15.18,0,,,,,,1,1.0,37.9,14500.0,-3.81,0,19.5,41.4,,31.2,29.8,High Risk
MSME109045,Micro,Construction,9.8,0,0,0,,,,,1,13.0,29800.0,0.268,12.04,1,21800.0,66.8,0.69,0.399,61.1,0,,,,,0,,48.3,48.1,,48.2,Moderate Risk
MSME109046,Micro,Services,1.7,1,1,0,,,,,1,11.0,22600.0,0.386,7.02,0,,,,,,0,,,,,0,,49.7,,,49.7,Moderate Risk
MSME109047,Micro,Services,2.9,0,0,1,63.9,-7.68,45300.0,2.0,1,19.0,20400.0,0.262,0.0,0,,,,,,0,,,,,0,55.1,59.1,,,56.9,Moderate Risk
MSME109048,Medium,Trading/Retail,3.1,0,1,1,40.4,6.94,2627700.0,3.0,0,,,,,0,,,,,,1,81.0,43.8,16400.0,1.4,0,45.3,,,37.3,42.6,Moderate Risk
MSME109049,Micro,Trading/Retail,0.9,0,0,1,15.4,-3.72,43300.0,6.0,1,10.0,28000.0,0.495,12.53,0,,,,,,0,,,,,0,22.1,42.0,,,31.1,High Risk
MSME109050,Micro,Services,6.9,0,0,1,9.0,10.01,20200.0,5.0,1,4.0,7700.0,0.516,11.98,1,6100.0,86.1,-0.47,0.528,56.4,0,,,,,0,25.5,41.9,33.6,,33.2,High Risk
MSME109051,Micro,Trading/Retail,3.7,1,1,0,,,,,1,7.0,17800.0,0.749,17.05,0,,,,,,0,,,,,0,,31.6,,,31.6,High Risk
MSME109052,Small,Textile,3.7,1,0,1,44.1,-8.86,218500.0,2.0,1,54.0,90900.0,0.395,14.53,0,,,,,,1,12.0,59.2,16600.0,2.86,0,44.9,43.6,,45.8,44.6,Moderate Risk
MSME109053,Small,Food Processing,5.6,0,0,0,,,,,1,8.0,25300.0,0.366,6.74,0,,,,,,0,,,,,0,,50.4,,,50.4,Moderate Risk
MSME109054,Small,Trading/Retail,1.2,1,0,0,,,,,0,,,,,1,19200.0,77.1,0.57,0.417,44.1,1,24.0,55.7,23700.0,-7.45,0,,,48.4,42.0,46.3,Moderate Risk
MSME109055,Medium,Manufacturing,4.8,1,0,1,55.6,6.21,2462200.0,2.0,1,640.0,1844800.0,0.02,5.14,0,,,,,,0,,,,,0,55.2,71.6,,,62.7,Low Risk
MSME109056,Small,Textile,1.2,1,1,0,,,,,0,,,,,0,,,,,,0,,,,,1,,,,,,
MSME109057,Medium,Manufacturing,6.9,0,1,1,66.3,20.09,1867000.0,3.0,1,553.0,1445100.0,0.188,9.11,1,1026900.0,57.0,1.56,0.433,33.4,1,88.0,83.9,19200.0,-4.98,0,62.2,62.4,61.0,55.5,60.9,Low Risk
MSME109058,Micro,Construction,10.7,0,0,1,15.4,5.24,31500.0,2.0,1,6.0,18500.0,0.433,10.28,1,8800.0,77.3,1.13,0.617,58.1,0,,,,,0,34.8,45.5,44.3,,41.3,Moderate Risk
MSME109059,Small,Trading/Retail,7.9,0,0,1,25.4,-5.3,375800.0,1.0,0,,,,,0,,,,,,0,,,,,0,39.1,,,,39.1,High Risk
MSME109060,Small,Agriculture & Allied,3.1,0,0,0,,,,,0,,,,,0,,,,,,0,,,,,1,,,,,,
MSME109061,Small,Services,7.3,0,1,1,75.7,2.98,262500.0,3.0,1,88.0,170200.0,0.266,8.47,1,161800.0,40.3,1.71,0.367,28.5,0,,,,,0,61.7,52.8,67.7,,61.2,Low Risk
MSME109062,Micro,Services,4.1,0,1,0,,,,,1,16.0,32000.0,0.202,7.7,0,,,,,,0,,,,,0,,53.8,,,53.8,Moderate Risk
MSME109063,Small,Services,5.4,0,0,1,64.6,-0.41,206400.0,3.0,0,,,,,0,,,,,,1,14.0,63.2,13800.0,10.26,0,55.2,,,50.1,53.5,Moderate Risk
MSME109064,Micro,Manufacturing,7.1,0,1,1,13.2,-9.68,29900.0,3.0,1,3.0,17000.0,0.33,10.47,1,5100.0,68.1,0.95,0.427,54.9,0,,,,,0,26.7,48.0,50.3,,41.3,Moderate Risk
MSME109065,Micro,Construction,0.2,1,1,0,,,,,1,12.0,16600.0,0.65,15.39,1,10300.0,83.7,0.01,0.576,60.2,0,,,,,0,,35.6,35.5,,35.5,High Risk
MSME109066,Micro,Trading/Retail,1.0,1,1,0,,,,,1,10.0,18400.0,0.547,12.75,0,,,,,,0,,,,,1,,40.5,,,40.5,Moderate Risk
MSME109067,Micro,Trading/Retail,4.4,0,1,0,,,,,1,11.0,20600.0,0.464,14.84,0,,,,,,0,,,,,0,,40.8,,,40.8,Moderate Risk
MSME109068,Small,Trading/Retail,2.6,0,0,1,10.6,1.6,302400.0,5.0,1,78.0,191700.0,0.485,7.97,0,,,,,,0,,,,,1,23.8,47.5,,,34.6,High Risk
MSME109069,Micro,Food Processing,4.9,1,1,0,,,,,1,8.0,23300.0,0.709,13.4,1,12300.0,101.7,0.09,0.558,65.4,1,4.0,9.7,11400.0,-6.21,0,,35.8,32.5,14.8,29.9,High Risk
MSME109070,Micro,Agriculture & Allied,5.5,0,0,1,38.8,4.44,33300.0,1.0,1,14.0,22900.0,0.218,10.0,0,,,,,,0,,,,,0,48.7,51.4,,,49.9,Moderate Risk
MSME109071,Micro,Trading/Retail,3.2,0,1,1,47.6,5.76,44800.0,4.0,1,7.0,24300.0,0.456,13.36,1,11600.0,62.7,0.28,0.405,55.3,0,,,,,0,46.0,42.3,46.7,,45.2,Moderate Risk
MSME109072,Small,Textile,3.8,0,0,1,15.9,18.02,280200.0,10.0,1,59.0,181900.0,0.381,14.6,1,41100.0,84.5,0.23,0.531,41.9,1,18.0,35.3,13500.0,7.5,0,23.9,44.0,41.9,34.8,36.0,High Risk
MSME109073,Small,Textile,2.1,1,1,1,5.0,-11.23,209400.0,1.0,0,,,,,1,40400.0,94.7,-0.03,0.625,82.9,1,13.0,9.5,10600.0,7.06,1,27.1,,27.5,20.5,25.9,High Risk
MSME109074,Small,Trading/Retail,6.0,1,1,1,17.6,13.65,276900.0,7.0,1,49.0,133800.0,0.433,9.44,0,,,,,,1,18.0,22.6,11800.0,1.47,0,25.9,47.0,,25.0,33.2,High Risk
MSME109075,Micro,Trading/Retail,8.6,0,0,1,58.3,11.52,29400.0,2.0,1,6.0,12800.0,0.299,11.36,1,7600.0,71.6,0.03,0.335,30.3,0,,,,,0,58.1,48.0,50.2,,52.3,Moderate Risk
MSME109076,Small,Manufacturing,1.3,1,1,1,32.8,-0.09,198300.0,6.0,0,,,,,0,,,,,,0,,,,,0,31.9,,,,31.9,High Risk
MSME109077,Small,Trading/Retail,8.3,0,0,0,,,,,1,10.0,33600.0,0.515,7.32,1,17200.0,62.2,0.87,0.314,49.2,1,19.0,16.0,15100.0,-12.39,0,,46.1,54.9,16.6,43.6,Moderate Risk
MSME109078,Micro,Construction,6.6,1,0,1,16.5,3.89,38900.0,6.0,1,2.0,23000.0,0.474,12.75,0,,,,,,0,,,,,0,24.9,42.3,,,32.8,High Risk
MSME109079,Micro,Services,7.9,0,1,0,,,,,1,17.0,24500.0,0.409,9.47,0,,,,,,0,,,,,0,,47.0,,,47.0,Moderate Risk
MSME109080,Micro,Manufacturing,10.9,0,0,1,75.8,10.7,40500.0,1.0,1,10.0,24800.0,0.314,10.03,0,,,,,,0,,,,,0,69.1,48.8,,,59.9,Moderate Risk
MSME109081,Micro,Construction,3.2,0,0,0,,,,,1,8.0,37300.0,0.159,8.5,0,,,,,,0,,,,,0,,54.1,,,54.1,Moderate Risk
MSME109082,Micro,Manufacturing,9.8,0,0,1,37.5,7.44,30200.0,1.0,1,9.0,17800.0,0.267,15.96,1,13000.0,58.7,0.51,0.308,39.0,1,12.0,62.8,8000.0,5.17,1,49.0,44.8,55.0,45.3,49.2,Moderate Risk
MSME109083,Micro,Textile,11.0,0,1,1,89.0,0.98,56600.0,0.0,1,25.0,51400.0,0.136,4.7,1,24500.0,23.9,0.9,0.349,13.7,0,,,,,0,75.3,58.3,67.9,,67.7,Low Risk
MSME109084,Micro,Food Processing,1.4,0,0,0,,,,,1,6.0,17800.0,0.467,14.19,1,13800.0,81.6,0.43,0.57,53.5,0,,,,,1,,41.2,40.5,,40.8,Moderate Risk
MSME109085,Micro,Manufacturing,5.5,1,0,0,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,,
MSME109086,Micro,Services,5.4,0,0,0,,,,,1,9.0,26800.0,0.238,2.66,1,12600.0,52.9,1.45,0.122,26.6,0,,,,,0,,57.2,70.6,,64.5,Low Risk
MSME109087,Small,Trading/Retail,11.5,0,0,1,95.3,-0.6,369800.0,2.0,0,,,,,1,156300.0,33.9,1.64,0.079,0.0,1,37.0,94.7,18900.0,7.35,0,73.0,,81.7,66.5,75.2,Low Risk
MSME109088,Micro,IT/ITES,22.5,1,0,1,57.2,-16.54,35800.0,3.0,1,12.0,28500.0,0.329,6.67,0,,,,,,0,,,,,0,46.6,51.4,,,48.8,Moderate Risk
MSME109089,Micro,Manufacturing,8.0,0,1,0,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,,
MSME109090,Small,Agriculture & Allied,17.1,0,0,1,74.0,-3.62,296300.0,3.0,1,102.0,221300.0,0.041,2.16,0,,,,,,0,,,,,0,58.9,64.3,,,61.4,Low Risk
MSME109091,Micro,IT/ITES,2.7,0,1,1,39.8,-9.7,37000.0,1.0,1,12.0,23600.0,0.307,9.37,0,,,,,,0,,,,,0,45.0,49.6,,,47.1,Moderate Risk
MSME109092,Micro,Services,7.5,0,0,1,11.6,-13.27,32600.0,4.0,1,5.0,19700.0,0.151,13.81,0,,,,,,0,,,,,0,22.3,49.6,,,34.7,High Risk
MSME109093,Micro,Construction,4.8,1,0,0,,,,,0,,,,,1,8600.0,108.3,-0.19,0.658,73.2,1,3.0,5.0,13000.0,-6.78,1,,,25.0,12.8,20.9,High Risk
MSME109094,Micro,Services,7.0,1,1,0,,,,,1,10.0,23000.0,0.37,12.09,0,,,,,,0,,,,,0,,45.6,,,45.6,Moderate Risk
MSME109095,Micro,Trading/Retail,8.1,0,1,1,18.0,1.51,26300.0,5.0,1,4.0,14300.0,0.482,13.08,0,,,,,,0,,,,,1,27.5,41.8,,,34.0,High Risk
MSME109096,Micro,IT/ITES,9.0,0,1,0,,,,,1,11.0,39800.0,0.239,9.21,1,11300.0,63.7,1.86,0.325,23.6,0,,,,,0,,51.5,66.9,,59.9,Moderate Risk
MSME109097,Micro,Services,3.9,1,1,1,29.0,-8.35,31400.0,3.0,1,5.0,20500.0,0.759,11.02,0,,,,,,0,,,,,0,35.0,36.6,,,35.7,High Risk
MSME109098,Micro,Agriculture & Allied,4.5,0,0,1,47.2,-3.68,43200.0,6.0,1,10.0,24600.0,0.488,12.07,0,,,,,,0,,,,,0,38.0,42.6,,,40.1,Moderate Risk
MSME109099,Medium,Food Processing,8.5,0,0,1,23.6,-0.29,2330000.0,3.0,0,,,,,0,,,,,,1,84.0,17.5,19800.0,-3.42,1,34.7,,,23.2,30.9,High Risk
MSME109100,Micro,Trading/Retail,6.3,0,0,0,,,,,1,18.0,38100.0,0.274,9.36,0,,,,,,0,,,,,0,,50.6,,,50.6,Moderate Risk
MSME109101,Micro,Manufacturing,2.9,1,1,0,,,,,1,13.0,28200.0,0.321,14.65,1,14400.0,84.7,0.78,0.515,54.9,0,,,,,0,,44.7,43.8,,44.2,Moderate Risk
MSME109102,Micro,Trading/Retail,4.6,0,1,1,31.3,-10.32,35900.0,2.0,1,8.0,21300.0,0.46,18.46,1,8600.0,84.5,0.73,0.543,44.7,0,,,,,0,38.1,37.7,44.8,,40.3,Moderate Risk
MSME109103,Small,Trading/Retail,10.3,0,0,0,,,,,1,11.0,33100.0,0.269,4.7,1,27700.0,54.5,1.38,0.362,44.6,0,,,,,0,,54.7,59.7,,57.4,Moderate Risk
MSME109104,Small,Construction,2.3,0,1,0,,,,,1,12.0,26800.0,0.577,9.27,0,,,,,,0,,,,,1,,42.9,,,42.9,Moderate Risk
MSME109105,Small,Trading/Retail,4.9,1,0,1,11.3,2.93,228300.0,4.0,1,60.0,113800.0,0.464,16.13,1,87400.0,88.6,0.83,0.557,57.2,0,,,,,1,27.0,40.6,41.9,,36.3,High Risk
MSME109106,Micro,IT/ITES,1.6,1,0,0,,,,,1,7.0,25100.0,0.533,11.22,0,,,,,,0,,,,,0,,42.2,,,42.2,Moderate Risk
MSME109107,Micro,Services,10.9,0,0,0,,,,,1,13.0,24800.0,0.379,11.29,1,28300.0,70.3,0.76,0.203,33.0,0,,,,,0,,46.1,58.9,,53.1,Moderate Risk
MSME109108,Small,Services,23.3,0,0,1,99.9,2.3,433000.0,0.0,1,148.0,346300.0,0.02,0.58,1,143100.0,33.6,1.66,0.131,4.8,1,30.0,96.7,19000.0,-2.32,0,81.1,67.0,79.6,63.0,74.4,Low Risk
MSME109109,Micro,Manufacturing,12.9,0,1,1,69.1,-9.93,40100.0,3.0,1,11.0,28800.0,0.445,5.81,1,14100.0,47.6,1.27,0.295,25.9,0,,,,,0,54.6,49.2,65.6,,56.9,Moderate Risk
MSME109110,Medium,Trading/Retail,3.3,0,0,1,81.4,17.52,2078700.0,3.0,1,597.0,1385200.0,0.17,6.05,1,443400.0,33.6,1.92,0.254,43.8,1,102.0,61.6,24300.0,-4.76,0,69.0,66.3,70.4,46.4,65.4,Low Risk
MSME109111,Micro,Services,3.3,1,1,1,68.3,-13.9,35600.0,1.0,1,14.0,19600.0,0.402,9.23,1,19200.0,39.0,1.47,0.289,33.9,0,,,,,0,58.0,47.4,67.2,,58.1,Moderate Risk
MSME109112,Micro,Manufacturing,10.5,0,1,1,54.6,9.94,48900.0,1.0,1,14.0,31700.0,0.352,2.21,1,22500.0,36.6,1.56,0.289,31.1,0,,,,,0,58.3,54.8,68.8,,61.0,Low Risk
MSME109113,Micro,Food Processing,9.7,0,0,1,66.3,-7.56,41900.0,4.0,0,,,,,0,,,,,,0,,,,,0,51.4,,,,51.4,Moderate Risk
MSME109114,Micro,Services,14.2,0,0,1,27.7,-11.24,35300.0,8.0,1,6.0,16800.0,0.462,14.66,0,,,,,,0,,,,,0,21.0,41.0,,,30.1,High Risk
MSME109115,Small,Trading/Retail,5.1,0,0,1,34.9,0.47,229700.0,3.0,0,,,,,0,,,,,,0,,,,,1,40.6,,,,40.6,Moderate Risk
MSME109116,Micro,Services,2.0,1,1,1,51.6,-8.68,44300.0,1.0,1,15.0,20400.0,0.292,5.97,1,8000.0,61.8,0.84,0.345,50.4,0,,,,,0,51.2,53.0,53.7,,52.6,Moderate Risk
MSME109117,Micro,Manufacturing,5.2,0,1,1,37.0,11.05,31000.0,4.0,1,6.0,14800.0,0.457,9.19,1,10300.0,85.7,0.57,0.523,43.7,0,,,,,0,42.3,45.9,44.1,,44.0,Moderate Risk
MSME109118,Micro,Trading/Retail,4.7,0,0,1,20.9,8.3,33900.0,4.0,1,2.0,18800.0,0.562,10.77,0,,,,,,0,,,,,0,33.4,41.8,,,37.2,High Risk
MSME109119,Small,Construction,20.2,0,1,1,70.5,-1.44,244400.0,1.0,1,72.0,206000.0,0.171,9.59,0,,,,,,0,,,,,0,62.8,53.9,,,58.8,Moderate Risk
MSME109120,Micro,Trading/Retail,8.1,0,1,0,,,,,1,7.0,17300.0,0.526,10.92,0,,,,,,0,,,,,0,,42.6,,,42.6,Moderate Risk
MSME109121,Medium,Manufacturing,1.0,1,1,1,16.4,4.79,3069500.0,5.0,0,,,,,1,839000.0,78.0,-0.35,0.755,71.9,1,63.0,7.3,13300.0,4.19,0,27.6,,26.7,19.2,25.6,High Risk
MSME109122,Small,Services,8.4,0,0,1,62.2,-9.53,366400.0,3.0,1,101.0,162700.0,0.565,4.06,1,182400.0,53.0,0.67,0.348,23.0,0,,,,,0,51.2,49.3,59.3,,53.5,Moderate Risk
MSME109123,Micro,Services,11.0,0,1,1,43.1,12.68,37300.0,7.0,1,6.0,21500.0,0.211,14.81,0,,,,,,0,,,,,0,38.4,47.2,,,42.4,Moderate Risk
MSME109124,Small,Agriculture & Allied,9.9,0,1,0,,,,,1,15.0,25600.0,0.352,7.79,0,,,,,,0,,,,,0,,49.9,,,49.9,Moderate Risk
MSME109125,Medium,Textile,9.5,1,1,0,,,,,1,9.0,18500.0,0.5,16.81,0,,,,,,1,80.0,24.2,10100.0,7.59,0,,38.2,,27.9,34.3,High Risk
MSME109126,Micro,Construction,6.2,0,0,1,24.0,-1.63,37100.0,2.0,1,7.0,19700.0,0.368,8.91,0,,,,,,0,,,,,0,37.0,48.4,,,42.2,Moderate Risk
MSME109127,Micro,Services,4.5,0,1,1,72.7,-4.13,48400.0,0.0,1,14.0,40300.0,0.161,3.59,0,,,,,,0,,,,,0,65.6,58.4,,,62.3,Low Risk
MSME109128,Micro,Manufacturing,1.9,1,0,0,,,,,1,3.0,18500.0,0.649,17.53,0,,,,,,0,,,,,0,,33.7,,,33.7,High Risk
MSME109129,Small,Trading/Retail,14.8,0,0,1,94.3,6.46,699200.0,0.0,1,240.0,386100.0,0.247,0.0,1,433000.0,33.2,1.27,0.065,39.0,1,28.0,84.9,17400.0,1.64,0,79.6,63.4,71.7,58.4,70.0,Low Risk
MSME109130,Micro,Textile,7.6,0,1,1,48.9,5.15,37000.0,3.0,1,8.0,24000.0,0.366,6.84,1,7500.0,61.4,1.03,0.425,49.3,0,,,,,0,49.0,50.3,53.3,,50.9,Moderate Risk
MSME109131,Small,Manufacturing,3.4,0,0,1,77.7,-9.52,286100.0,4.0,0,,,,,0,,,,,,0,,,,,0,56.5,,,,56.5,Moderate Risk
MSME109132,Micro,Manufacturing,5.7,0,0,1,34.6,-0.94,37400.0,2.0,1,7.0,20600.0,0.257,11.2,1,14500.0,71.5,0.87,0.512,45.3,0,,,,,0,42.5,49.2,48.8,,46.7,Moderate Risk
MSME109133,Micro,Services,1.9,1,1,0,,,,,1,12.0,22000.0,0.651,11.44,0,,,,,,0,,,,,0,,39.1,,,39.1,High Risk
MSME109134,Micro,Construction,5.7,0,0,1,27.4,-8.71,34900.0,2.0,1,8.0,19200.0,0.298,6.79,1,12600.0,62.4,0.97,0.354,46.6,1,2.0,31.0,12800.0,-1.73,0,36.6,52.0,55.1,28.1,44.7,Moderate Risk
MSME109135,Small,Services,12.1,0,1,0,,,,,1,9.0,29900.0,0.256,10.55,1,32800.0,37.6,1.59,0.326,33.9,1,22.0,90.6,16700.0,-1.87,0,,49.8,67.3,59.3,59.3,Moderate Risk
MSME109136,Micro,Trading/Retail,8.4,0,0,1,96.9,0.91,38300.0,0.0,1,18.0,27200.0,0.253,4.64,1,22700.0,23.7,1.57,0.152,9.0,0,,,,,0,79.2,55.2,79.2,,72.1,Low Risk
MSME109137,Small,Agriculture & Allied,10.7,0,1,0,,,,,0,,,,,1,18500.0,89.0,0.44,0.365,45.0,0,,,,,0,,,46.5,,46.5,Moderate Risk
MSME109138,Micro,Trading/Retail,10.2,0,0,1,83.9,6.14,49400.0,1.0,1,8.0,40200.0,0.02,7.6,0,,,,,,0,,,,,0,71.8,58.4,,,65.7,Low Risk
MSME109139,Micro,IT/ITES,7.2,0,0,0,,,,,1,17.0,33300.0,0.381,8.22,1,13500.0,69.5,0.61,0.316,28.9,0,,,,,0,,48.8,55.7,,52.6,Moderate Risk
MSME109140,Micro,Services,4.7,0,0,0,,,,,1,9.0,26300.0,0.441,14.19,1,15600.0,84.4,0.04,0.535,57.2,0,,,,,0,,42.0,37.3,,39.4,High Risk
MSME109141,Medium,Agriculture & Allied,4.0,0,0,1,64.4,-7.63,2440100.0,1.0,1,731.0,1986500.0,0.134,6.14,1,1499700.0,43.5,1.53,0.356,38.2,0,,,,,0,57.9,69.5,64.2,,63.5,Low Risk
MSME109142,Micro,Agriculture & Allied,14.1,0,0,1,55.0,0.46,34900.0,3.0,1,7.0,20400.0,0.19,8.52,0,,,,,,0,,,,,0,50.6,53.3,,,51.8,Moderate Risk
MSME109143,Small,Manufacturing,7.8,0,1,0,,,,,1,14.0,33100.0,0.268,5.13,0,,,,,,0,,,,,0,,54.4,,,54.4,Moderate Risk
MSME109144,Micro,Textile,7.4,0,1,0,,,,,1,12.0,21300.0,0.545,4.88,1,19000.0,70.4,-0.14,0.608,56.1,0,,,,,1,,47.5,36.6,,41.6,Moderate Risk
MSME109145,Small,Trading/Retail,7.8,0,0,1,82.3,13.59,391100.0,1.0,1,112.0,357800.0,0.19,6.0,1,218200.0,37.4,1.08,0.317,21.2,0,,,,,0,73.2,57.3,66.3,,66.1,Low Risk
MSME109146,Micro,Trading/Retail,4.3,0,0,1,35.5,-2.8,42700.0,5.0,1,13.0,24600.0,0.321,16.08,1,13000.0,75.7,0.48,0.413,46.4,0,,,,,0,34.9,43.4,47.6,,41.9,Moderate Risk
MSME109147,Micro,Manufacturing,7.1,0,0,1,44.3,-5.56,35800.0,0.0,1,7.0,15400.0,0.486,16.12,1,16200.0,104.6,1.07,0.379,45.1,0,,,,,0,51.0,39.1,48.2,,46.5,Moderate Risk
MSME109148,Micro,Services,3.1,1,0,0,,,,,1,10.0,24000.0,0.704,29.03,0,,,,,,0,,,,,0,,22.3,,,22.3,High Risk
MSME109149,Micro,Trading/Retail,3.7,0,0,1,5.4,-2.49,53400.0,6.0,1,11.0,25600.0,0.303,15.01,0,,,,,,0,,,,,0,17.5,44.8,,,29.9,High Risk
MSME109150,Micro,Services,8.6,0,1,0,,,,,1,8.0,29100.0,0.605,15.17,0,,,,,,0,,,,,0,,36.9,,,36.9,High Risk
MSME109151,Micro,IT/ITES,7.6,0,0,1,84.8,-7.23,43800.0,3.0,1,12.0,26900.0,0.228,3.29,1,11800.0,50.9,1.5,0.142,23.4,0,,,,,0,63.2,57.0,71.4,,64.3,Low Risk
MSME109152,Micro,Textile,8.8,0,0,0,,,,,1,8.0,32900.0,0.229,9.35,0,,,,,,0,,,,,0,,51.6,,,51.6,Moderate Risk
MSME109153,Medium,Trading/Retail,9.7,0,0,1,73.6,4.83,3273000.0,2.0,1,1049.0,2019100.0,0.314,1.79,1,1202700.0,40.8,0.58,0.236,19.8,1,124.0,60.5,17000.0,5.81,0,63.7,74.3,64.4,47.9,64.2,Low Risk
MSME109154,Micro,Services,4.3,0,0,0,,,,,1,13.0,36300.0,0.433,11.9,1,19000.0,65.8,1.48,0.429,44.1,0,,,,,0,,44.2,56.8,,51.1,Moderate Risk
MSME109155,Small,Trading/Retail,5.4,0,0,0,,,,,1,3.0,26800.0,0.402,10.11,0,,,,,,1,19.0,39.5,14100.0,-8.55,0,,46.4,,29.7,40.1,Moderate Risk
MSME109156,Micro,Manufacturing,8.4,0,0,1,38.7,9.28,53700.0,1.0,1,15.0,32100.0,0.133,14.86,0,,,,,,1,3.0,55.6,17900.0,7.18,0,50.1,49.3,,46.5,49.0,Moderate Risk
MSME109157,Micro,Agriculture & Allied,2.8,0,0,0,,,,,1,12.0,33500.0,0.289,15.55,0,,,,,,0,,,,,0,,44.7,,,44.7,Moderate Risk
MSME109158,Micro,IT/ITES,0.2,1,1,0,,,,,1,3.0,24400.0,0.659,13.75,0,,,,,,0,,,,,1,,36.7,,,36.7,High Risk
MSME109159,Micro,Trading/Retail,1.2,1,1,1,5.0,5.09,30200.0,6.0,1,9.0,13600.0,0.335,19.19,0,,,,,,0,,,,,0,19.5,40.3,,,29.0,High Risk
MSME109160,Micro,Trading/Retail,3.6,0,0,1,19.3,2.58,42600.0,8.0,1,3.0,19900.0,0.44,16.3,1,15200.0,72.1,0.48,0.532,64.4,0,,,,,1,20.9,40.1,41.4,,33.8,High Risk
MSME109161,Small,Manufacturing,4.4,0,1,1,5.6,-6.38,247600.0,4.0,0,,,,,1,73400.0,70.0,-0.44,0.628,66.4,1,22.0,8.2,16500.0,-5.7,0,21.4,,31.9,16.3,24.6,High Risk
MSME109162,Small,Services,6.9,0,1,1,68.8,4.44,333500.0,1.0,0,,,,,1,160300.0,52.5,0.73,0.385,35.5,0,,,,,0,63.7,,56.4,,60.0,Moderate Risk
MSME109163,Micro,Trading/Retail,11.1,0,0,0,,,,,1,16.0,38000.0,0.358,12.1,1,27300.0,66.4,1.24,0.282,46.8,0,,,,,0,,46.0,58.3,,52.7,Moderate Risk
MSME109164,Micro,Trading/Retail,4.6,0,0,0,,,,,1,13.0,32000.0,0.251,10.61,1,19700.0,48.5,1.08,0.351,26.5,0,,,,,0,,50.0,62.4,,56.8,Moderate Risk
MSME109165,Micro,Manufacturing,3.3,0,1,1,32.0,2.38,36700.0,1.0,1,6.0,27000.0,0.389,7.15,1,10500.0,58.2,0.73,0.353,37.8,0,,,,,0,44.7,49.4,55.8,,50.0,Moderate Risk
MSME109166,Micro,Trading/Retail,1.9,0,1,0,,,,,1,7.0,22400.0,0.608,5.44,1,13600.0,100.1,0.08,0.541,79.1,0,,,,,0,,45.3,30.4,,37.2,High Risk
MSME109167,Micro,Textile,3.0,0,0,0,,,,,1,17.0,29700.0,0.473,10.63,1,11900.0,65.9,0.62,0.485,52.9,0,,,,,0,,44.4,47.1,,45.9,Moderate Risk
MSME109168,Micro,Construction,3.0,1,0,1,21.0,8.57,44500.0,4.0,1,8.0,31500.0,0.146,8.06,0,,,,,,0,,,,,0,33.6,54.8,,,43.2,Moderate Risk
MSME109169,Micro,Services,5.9,0,0,1,74.9,-14.99,40200.0,3.0,1,11.0,18200.0,0.074,5.37,1,7400.0,54.3,0.19,0.411,39.9,0,,,,,0,56.0,59.0,50.4,,54.9,Moderate Risk
